n_sick,calls,n_duty,n_sby,diff_drivers,year,month,day_of_week,week
53,8358.0,1900,90,1847,2018,5,2,19
53,8562.0,1900,90,1847,2018,5,3,19
55,8268.0,1900,90,1845,2018,5,4,19
49,9432.0,1900,90,1851,2018,5,5,19
56,8190.0,1900,90,1844,2018,5,6,19
63,8244.0,1900,90,1837,2018,5,0,20
63,7992.0,1900,90,1837,2018,5,1,20
60,9480.0,1900,90,1840,2018,5,2,20
66,7518.0,1900,90,1834,2018,5,3,20
68,9942.0,1900,90,1832,2018,5,4,20
73,6822.0,1900,90,1827,2018,5,5,20
78,8460.0,1900,90,1822,2018,5,6,20
78,9654.0,1900,90,1822,2018,5,0,21
83,8442.0,1900,90,1817,2018,5,1,21
80,7422.0,1900,90,1820,2018,5,2,21
90,8814.0,1900,90,1810,2018,5,3,21
102,7572.0,1900,90,1798,2018,5,4,21
89,8136.0,1900,90,1811,2018,5,5,21
88,7428.0,1900,90,1812,2018,5,6,21
80,8862.0,1900,90,1820,2018,5,0,22
70,8226.0,1900,90,1830,2018,5,1,22
68,8064.0,1900,90,1832,2018,5,2,22
67,7392.0,1900,90,1833,2018,5,3,22
66,10752.0,1900,90,1834,2018,6,4,22
60,8766.0,1900,90,1840,2018,6,5,22
71,9834.0,1900,90,1829,2018,6,6,22
80,11370.0,1900,90,1820,2018,6,0,23
71,10020.0,1900,90,1829,2018,6,1,23
77,9180.0,1900,90,1823,2018,6,2,23
77,8718.0,1900,90,1823,2018,6,3,23
78,8208.0,1900,90,1822,2018,6,4,23
79,9318.0,1900,90,1821,2018,6,5,23
90,7068.0,1900,90,1810,2018,6,6,23
78,9012.0,1900,90,1822,2018,6,0,24
72,10380.0,1900,90,1828,2018,6,1,24
80,10638.0,1900,90,1820,2018,6,2,24
78,8826.0,1900,90,1822,2018,6,3,24
85,8994.0,1900,90,1815,2018,6,4,24
82,8196.0,1900,90,1818,2018,6,5,24
89,7488.0,1900,90,1811,2018,6,6,24
86,8382.0,1900,90,1814,2018,6,0,25
85,10452.0,1900,90,1815,2018,6,1,25
90,9060.0,1900,90,1810,2018,6,2,25
90,7902.0,1900,90,1810,2018,6,3,25
91,7356.0,1900,90,1809,2018,6,4,25
86,9600.0,1900,90,1814,2018,6,5,25
86,8148.0,1900,90,1814,2018,6,6,25
100,10122.0,1900,90,1800,2018,6,0,26
85,9948.0,1900,90,1815,2018,6,1,26
86,8070.0,1900,90,1814,2018,6,2,26
82,9588.0,1900,90,1818,2018,6,3,26
89,9510.0,1900,90,1811,2018,6,4,26
90,7692.0,1900,90,1810,2018,6,5,26
81,9240.0,1900,90,1819,2018,7,6,26
80,10416.0,1900,90,1820,2018,7,0,27
70,8694.0,1900,90,1830,2018,7,1,27
60,8844.0,1900,90,1840,2018,7,2,27
63,8544.0,1900,90,1837,2018,7,3,27
71,9462.0,1900,90,1829,2018,7,4,27
72,9420.0,1900,90,1828,2018,7,5,27
78,8418.0,1900,90,1822,2018,7,6,27
83,9336.0,1900,90,1817,2018,7,0,28
78,9768.0,1900,90,1822,2018,7,1,28
84,9348.0,1900,90,1816,2018,7,2,28
80,10572.0,1900,90,1820,2018,7,3,28
66,9300.0,1900,90,1834,2018,7,4,28
66,10050.0,1900,90,1834,2018,7,5,28
73,8742.0,1900,90,1827,2018,7,6,28
70,9960.0,1900,90,1830,2018,7,0,29
62,9210.0,1900,90,1838,2018,7,1,29
65,9354.0,1900,90,1835,2018,7,2,29
75,9378.0,1900,90,1825,2018,7,3,29
72,7740.0,1900,90,1828,2018,7,4,29
65,8550.0,1900,90,1835,2018,7,5,29
62,6978.0,1900,90,1838,2018,7,6,29
69,8148.0,1900,90,1831,2018,7,0,30
69,9396.0,1900,90,1831,2018,7,1,30
69,8586.0,1900,90,1831,2018,7,2,30
78,8322.0,1900,90,1822,2018,7,3,30
82,7872.0,1900,90,1818,2018,7,4,30
77,7110.0,1900,90,1823,2018,7,5,30
91,8376.0,1900,90,1809,2018,7,6,30
92,8442.0,1900,90,1808,2018,7,0,31
87,8394.0,1900,90,1813,2018,7,1,31
75,9114.0,1900,90,1825,2018,8,2,31
79,9024.0,1900,90,1821,2018,8,3,31
77,9780.0,1900,90,1823,2018,8,4,31
64,8946.0,1900,90,1836,2018,8,5,31
61,9054.0,1900,90,1839,2018,8,6,31
68,8322.0,1900,90,1832,2018,8,0,32
69,9108.0,1900,90,1831,2018,8,1,32
74,8676.0,1900,90,1826,2018,8,2,32
75,7926.0,1900,90,1825,2018,8,3,32
74,8406.0,1900,90,1826,2018,8,4,32
59,7692.0,1900,90,1841,2018,8,5,32
63,8070.0,1900,90,1837,2018,8,6,32
64,8016.0,1900,90,1836,2018,8,0,33
58,10146.0,1900,90,1842,2018,8,1,33
53,8304.0,1900,90,1847,2018,8,2,33
56,9648.0,1900,90,1844,2018,8,3,33
62,7842.0,1900,90,1838,2018,8,4,33
66,7470.0,1900,90,1834,2018,8,5,33
75,9228.0,1900,90,1825,2018,8,6,33
79,8304.0,1900,90,1821,2018,8,0,34
71,9996.0,1900,90,1829,2018,8,1,34
79,9354.0,1900,90,1821,2018,8,2,34
83,9786.0,1900,90,1817,2018,8,3,34
89,9072.0,1900,90,1811,2018,8,4,34
82,9558.0,1900,90,1818,2018,8,5,34
95,8712.0,1900,90,1805,2018,8,6,34
90,9138.0,1900,90,1810,2018,8,0,35
92,8652.0,1900,90,1808,2018,8,1,35
80,8064.0,1900,90,1820,2018,8,2,35
77,8244.0,1900,90,1823,2018,8,3,35
87,9780.0,1900,90,1813,2018,8,4,35
84,10644.0,1900,90,1816,2018,9,5,35
83,10002.0,1900,90,1817,2018,9,6,35
85,10656.0,1900,90,1815,2018,9,0,36
80,9270.0,1900,90,1820,2018,9,1,36
82,10752.0,1900,90,1818,2018,9,2,36
88,9966.0,1900,90,1812,2018,9,3,36
91,9336.0,1900,90,1809,2018,9,4,36
85,8970.0,1900,90,1815,2018,9,5,36
94,8622.0,1900,90,1806,2018,9,6,36
102,7896.0,1900,90,1798,2018,9,0,37
90,9504.0,1900,90,1810,2018,9,1,37
91,9606.0,1900,90,1809,2018,9,2,37
97,8010.0,1900,90,1803,2018,9,3,37
100,7662.0,1900,90,1800,2018,9,4,37
97,7746.0,1900,90,1803,2018,9,5,37
93,9120.0,1900,90,1807,2018,9,6,37
90,7680.0,1900,90,1810,2018,9,0,38
89,8892.0,1900,90,1811,2018,9,1,38
107,8040.0,1900,90,1793,2018,9,2,38
116,8784.0,1900,90,1784,2018,9,3,38
116,9108.0,1900,90,1784,2018,9,4,38
102,9438.0,1900,90,1798,2018,9,5,38
104,6420.0,1900,90,1796,2018,9,6,38
104,8700.0,1900,90,1796,2018,9,0,39
106,9228.0,1900,90,1794,2018,9,1,39
104,8364.0,1900,90,1796,2018,9,2,39
106,7800.0,1900,90,1794,2018,9,3,39
114,7278.0,1900,90,1786,2018,9,4,39
100,7224.0,1900,90,1800,2018,9,5,39
102,7734.0,1900,90,1798,2018,9,6,39
100,9456.0,1900,90,1800,2018,10,0,40
89,9036.0,1900,90,1811,2018,10,1,40
94,8592.0,1900,90,1806,2018,10,2,40
93,10188.0,1900,90,1807,2018,10,3,40
92,8964.0,1900,90,1808,2018,10,4,40
77,7764.0,1900,90,1823,2018,10,5,40
85,7518.0,1900,90,1815,2018,10,6,40
93,9990.0,1900,90,1807,2018,10,0,41
97,9870.0,1900,90,1803,2018,10,1,41
97,7896.0,1900,90,1803,2018,10,2,41
103,7302.0,1900,90,1797,2018,10,3,41
106,7506.0,1900,90,1794,2018,10,4,41
93,9318.0,1900,90,1807,2018,10,5,41
99,8124.0,1900,90,1801,2018,10,6,41
102,7194.0,1900,90,1798,2018,10,0,42
97,9300.0,1900,90,1803,2018,10,1,42
97,9834.0,1900,90,1803,2018,10,2,42
100,8874.0,1900,90,1800,2018,10,3,42
109,6852.0,1900,90,1791,2018,10,4,42
98,6816.0,1900,90,1802,2018,10,5,42
103,8832.0,1900,90,1797,2018,10,6,42
102,7968.0,1900,90,1798,2018,10,0,43
98,9468.0,1900,90,1802,2018,10,1,43
90,7074.0,1900,90,1810,2018,10,2,43
78,7512.0,1900,90,1822,2018,10,3,43
81,7092.0,1900,90,1819,2018,10,4,43
79,8766.0,1900,90,1821,2018,10,5,43
87,7710.0,1900,90,1813,2018,10,6,43
93,7662.0,1900,90,1807,2018,10,0,44
82,7164.0,1900,90,1818,2018,10,1,44
85,8502.0,1900,90,1815,2018,10,2,44
77,9174.0,1900,90,1823,2018,11,3,44
75,10140.0,1900,90,1825,2018,11,4,44
70,7806.0,1900,90,1830,2018,11,5,44
72,9168.0,1900,90,1828,2018,11,6,44
75,7752.0,1900,90,1825,2018,11,0,45
62,9132.0,1900,90,1838,2018,11,1,45
57,7638.0,1900,90,1843,2018,11,2,45
58,7188.0,1900,90,1842,2018,11,3,45
66,7722.0,1900,90,1834,2018,11,4,45
60,9150.0,1900,90,1840,2018,11,5,45
67,8880.0,1900,90,1833,2018,11,6,45
75,7614.0,1900,90,1825,2018,11,0,46
63,8322.0,1900,90,1837,2018,11,1,46
61,7614.0,1900,90,1839,2018,11,2,46
66,7146.0,1900,90,1834,2018,11,3,46
78,6558.0,1900,90,1822,2018,11,4,46
71,6882.0,1900,90,1829,2018,11,5,46
74,8610.0,1900,90,1826,2018,11,6,46
88,9120.0,1900,90,1812,2018,11,0,47
79,7200.0,1900,90,1821,2018,11,1,47
72,8034.0,1900,90,1828,2018,11,2,47
72,9060.0,1900,90,1828,2018,11,3,47
73,6690.0,1900,90,1827,2018,11,4,47
63,7812.0,1900,90,1837,2018,11,5,47
74,7740.0,1900,90,1826,2018,11,6,47
72,8046.0,1900,90,1828,2018,11,0,48
81,6810.0,1900,90,1819,2018,11,1,48
78,8598.0,1900,90,1822,2018,11,2,48
78,7716.0,1900,90,1822,2018,11,3,48
91,7518.0,1900,90,1809,2018,11,4,48
72,9678.0,1900,90,1828,2018,12,5,48
79,7812.0,1900,90,1821,2018,12,6,48
88,9486.0,1900,90,1812,2018,12,0,49
90,7896.0,1900,90,1810,2018,12,1,49
85,8076.0,1900,90,1815,2018,12,2,49
81,8220.0,1900,90,1819,2018,12,3,49
84,8268.0,1900,90,1816,2018,12,4,49
73,8292.0,1900,90,1827,2018,12,5,49
74,6024.0,1900,90,1826,2018,12,6,49
87,8616.0,1900,90,1813,2018,12,0,50
88,6942.0,1900,90,1812,2018,12,1,50
95,6516.0,1900,90,1805,2018,12,2,50
101,8010.0,1900,90,1799,2018,12,3,50
85,6552.0,1900,90,1815,2018,12,4,50
72,6102.0,1900,90,1828,2018,12,5,50
83,5850.0,1900,90,1817,2018,12,6,50
94,8532.0,1900,90,1806,2018,12,0,51
94,8238.0,1900,90,1806,2018,12,1,51
100,8982.0,1900,90,1800,2018,12,2,51
95,7620.0,1900,90,1805,2018,12,3,51
106,5844.0,1900,90,1794,2018,12,4,51
85,5904.0,1900,90,1815,2018,12,5,51
76,6684.0,1900,90,1824,2018,12,6,51
59,7392.0,1900,90,1841,2018,12,0,52
58,7008.0,1900,90,1842,2018,12,1,52
63,6744.0,1900,90,1837,2018,12,2,52
74,8316.0,1900,90,1826,2018,12,3,52
78,8652.0,1900,90,1822,2018,12,4,52
76,6006.0,1900,90,1824,2018,12,5,52
78,6120.0,1900,90,1822,2018,12,6,52
75,6318.0,1900,90,1825,2018,12,0,1
57,8382.0,1900,90,1843,2019,1,1,1
82,9672.0,1900,90,1818,2019,1,2,1
83,7404.0,1900,90,1817,2019,1,3,1
83,9240.0,1900,90,1817,2019,1,4,1
73,7746.0,1900,90,1827,2019,1,5,1
75,7266.0,1900,90,1825,2019,1,6,1
78,6798.0,1900,90,1822,2019,1,0,2
79,8952.0,1900,90,1821,2019,1,1,2
81,8934.0,1900,90,1819,2019,1,2,2
74,8454.0,1900,90,1826,2019,1,3,2
85,8544.0,1900,90,1815,2019,1,4,2
71,7824.0,1900,90,1829,2019,1,5,2
71,7002.0,1900,90,1829,2019,1,6,2
75,8118.0,1900,90,1825,2019,1,0,3
71,7152.0,1900,90,1829,2019,1,1,3
72,9240.0,1900,90,1828,2019,1,2,3
75,7332.0,1900,90,1825,2019,1,3,3
71,7254.0,1900,90,1829,2019,1,4,3
58,8166.0,1900,90,1842,2019,1,5,3
70,7440.0,1900,90,1830,2019,1,6,3
72,8430.0,1900,90,1828,2019,1,0,4
72,8196.0,1900,90,1828,2019,1,1,4
72,8850.0,1900,90,1828,2019,1,2,4
73,6258.0,1900,90,1827,2019,1,3,4
71,7284.0,1900,90,1829,2019,1,4,4
69,5760.0,1900,90,1831,2019,1,5,4
70,7512.0,1900,90,1830,2019,1,6,4
80,8994.0,1900,90,1820,2019,1,0,5
74,8532.0,1900,90,1826,2019,1,1,5
76,6354.0,1900,90,1824,2019,1,2,5
85,6276.0,1900,90,1815,2019,1,3,5
75,8292.0,1900,90,1825,2019,2,4,5
56,7512.0,1900,90,1844,2019,2,5,5
51,9012.0,1900,90,1849,2019,2,6,5
58,10710.0,1900,90,1842,2019,2,0,6
49,9204.0,1900,90,1851,2019,2,1,6
57,8994.0,1900,90,1843,2019,2,2,6
61,9984.0,1900,90,1839,2019,2,3,6
54,8226.0,1900,90,1846,2019,2,4,6
49,6924.0,1900,90,1851,2019,2,5,6
51,7566.0,1900,90,1849,2019,2,6,6
55,7656.0,1900,90,1845,2019,2,0,7
57,8508.0,1900,90,1843,2019,2,1,7
62,7302.0,1900,90,1838,2019,2,2,7
55,7086.0,1900,90,1845,2019,2,3,7
64,7002.0,1900,90,1836,2019,2,4,7
68,9036.0,1900,90,1832,2019,2,5,7
80,6126.0,1900,90,1820,2019,2,6,7
81,7764.0,1900,90,1819,2019,2,0,8
81,7638.0,1900,90,1819,2019,2,1,8
80,6972.0,1900,90,1820,2019,2,2,8
82,9480.0,1900,90,1818,2019,2,3,8
85,9318.0,1900,90,1815,2019,2,4,8
69,9042.0,1900,90,1831,2019,2,5,8
71,6384.0,1900,90,1829,2019,2,6,8
72,9324.0,1900,90,1828,2019,2,0,9
68,8568.0,1900,90,1832,2019,2,1,9
67,9522.0,1900,90,1833,2019,2,2,9
57,6762.0,1900,90,1843,2019,2,3,9
60,10608.0,1900,90,1840,2019,3,4,9
60,10620.0,1900,90,1840,2019,3,5,9
65,10026.0,1900,90,1835,2019,3,6,9
67,9906.0,1900,90,1833,2019,3,0,10
62,9312.0,1900,90,1838,2019,3,1,10
66,8112.0,1900,90,1834,2019,3,2,10
59,9684.0,1900,90,1841,2019,3,3,10
56,9018.0,1900,90,1844,2019,3,4,10
51,8826.0,1900,90,1849,2019,3,5,10
55,7254.0,1900,90,1845,2019,3,6,10
58,8394.0,1900,90,1842,2019,3,0,11
62,9348.0,1900,90,1838,2019,3,1,11
70,10536.0,1900,90,1830,2019,3,2,11
74,9120.0,1900,90,1826,2019,3,3,11
66,7944.0,1900,90,1834,2019,3,4,11
55,9906.0,1900,90,1845,2019,3,5,11
66,8616.0,1900,90,1834,2019,3,6,11
69,7608.0,1900,90,1831,2019,3,0,12
74,9768.0,1900,90,1826,2019,3,1,12
75,10080.0,1900,90,1825,2019,3,2,12
77,9660.0,1900,90,1823,2019,3,3,12
71,8742.0,1900,90,1829,2019,3,4,12
68,7386.0,1900,90,1832,2019,3,5,12
75,9294.0,1900,90,1825,2019,3,6,12
83,8724.0,1900,90,1817,2019,3,0,13
78,10008.0,1900,90,1822,2019,3,1,13
85,7446.0,1900,90,1815,2019,3,2,13
88,9996.0,1900,90,1812,2019,3,3,13
91,8076.0,1900,90,1809,2019,3,4,13
83,7356.0,1900,90,1817,2019,3,5,13
90,7134.0,1900,90,1810,2019,3,6,13
85,11850.0,1900,90,1815,2019,4,0,14
81,10920.0,1900,90,1819,2019,4,1,14
79,11328.0,1900,90,1821,2019,4,2,14
75,10260.0,1900,90,1825,2019,4,3,14
67,9444.0,1900,90,1833,2019,4,4,14
57,9900.0,1900,90,1843,2019,4,5,14
67,8034.0,1900,90,1833,2019,4,6,14
80,9786.0,1900,90,1820,2019,4,0,15
70,10050.0,1900,90,1830,2019,4,1,15
68,10638.0,1900,90,1832,2019,4,2,15
68,9036.0,1900,90,1832,2019,4,3,15
71,8256.0,1900,90,1829,2019,4,4,15
65,9264.0,1900,90,1835,2019,4,5,15
70,7188.0,1900,90,1830,2019,4,6,15
71,10746.0,1900,90,1829,2019,4,0,16
71,8286.0,1900,90,1829,2019,4,1,16
73,9072.0,1900,90,1827,2019,4,2,16
81,9522.0,1900,90,1819,2019,4,3,16
81,9312.0,1900,90,1819,2019,4,4,16
77,10008.0,1900,90,1823,2019,4,5,16
78,9588.0,1900,90,1822,2019,4,6,16
81,8058.0,1900,90,1819,2019,4,0,17
89,10218.0,1900,90,1811,2019,4,1,17
91,10692.0,1900,90,1809,2019,4,2,17
82,8862.0,1900,90,1818,2019,4,3,17
80,8532.0,1900,90,1820,2019,4,4,17
79,8670.0,1900,90,1821,2019,4,5,17
80,7314.0,1900,90,1820,2019,4,6,17
80,9192.0,1900,90,1820,2019,4,0,18
76,10296.0,1900,90,1824,2019,4,1,18
69,10494.0,1900,90,1831,2019,5,2,18
70,9606.0,1900,90,1830,2019,5,3,18
74,11742.0,1900,90,1826,2019,5,4,18
66,11334.0,1900,90,1834,2019,5,5,18
75,10044.0,1900,90,1825,2019,5,6,18
67,10464.0,1900,90,1833,2019,5,0,19
78,10944.0,1900,90,1822,2019,5,1,19
80,10368.0,1900,90,1820,2019,5,2,19
76,9648.0,1900,90,1824,2019,5,3,19
80,10638.0,1900,90,1820,2019,5,4,19
69,8454.0,1900,90,1831,2019,5,5,19
78,8040.0,1900,90,1822,2019,5,6,19
82,10698.0,1900,90,1818,2019,5,0,20
81,9480.0,1900,90,1819,2019,5,1,20
81,9528.0,1900,90,1819,2019,5,2,20
81,10866.0,1900,90,1819,2019,5,3,20
88,8790.0,1900,90,1812,2019,5,4,20
72,10524.0,1900,90,1828,2019,5,5,20
78,8316.0,1900,90,1822,2019,5,6,20
84,9102.0,1900,90,1816,2019,5,0,21
66,8664.0,1900,90,1834,2019,5,1,21
76,9480.0,1900,90,1824,2019,5,2,21
86,8544.0,1900,90,1814,2019,5,3,21
81,8814.0,1900,90,1819,2019,5,4,21
76,9846.0,1900,90,1824,2019,5,5,21
83,9882.0,1900,90,1817,2019,5,6,21
77,8790.0,1900,90,1823,2019,5,0,22
